Region,Country,ProvState,Station,WMO.,Lat,Long,Elev,StdP,TZ,TZCode,ColdestMonth,DB990,WS_DB996,WD_DB996,HottestMonth,DBR,DB010,WB_DB010,WS_DB004,WD_DB004,taub,taud
6,DEU,,ITZEHOE,101420,53.98,9.57,26,101.01,1,EUW,1,-7.2,2.2,120,7,9.5,26.3,18.2,3.3,100,0.383,2.269
6,DEU,,QUICKBORN,101460,53.73,9.88,17,101.12,1,EUW,1,-7.4,1.7,80,7,10.3,26.4,18.4,3.2,130,0.384,2.269
6,DEU,,HAMBURG/FUHLSBUTTEL,101470,53.63,10,16,101.13,1,EUW,2,-8.9,2.6,60,7,9,25.9,18.1,4.6,150,0.389,2.244
6,DEU,,BOLTENHAGEN,101610,54,11.2,17,101.12,1,EUW,2,-7.3,3.9,220,7,7.1,23.2,18.2,4.5,210,0.39,2.245
6,DEU,,LAAGE,101720,53.92,12.28,59,100.62,1,EUW,1,-8.7,2.9,90,7,10.1,27.1,18.6,3.8,80,0.372,2.306
6,DEU,,TETEROW,101770,53.77,12.62,50,100.73,1,EUW,2,-9.1,2,90,7,10.2,26.7,18.2,4.6,170,0.369,2.329
6,DEU,,EMDEN-FLUGPLATZ,102000,53.38,7.23,5,101.26,1,EUW,12,-5.3,3.4,120,7,7.9,25.5,19,4.1,110,0.386,2.282
6,DEU,,OLDENBURG,102150,53.18,8.17,20,101.08,1,EUW,1,-7.1,3.2,90,7,9.1,26.9,18.4,3.7,90,0.385,2.27
6,DEU,,AHLHORN(GAFB),102180,52.88,8.23,56,100.65,1,EUW,2,-8.1,3,70,7,10.3,27.2,18.4,3.6,110,0.385,2.27
6,DEU,,BREMEN,102240,53.05,8.8,3,101.29,1,EUW,1,-8,4,80,7,9.5,26.4,18.4,4.1,130,0.382,2.293
6,DEU,,BERGEN,102380,52.82,9.93,77,100.4,1,EUW,12,-7.6,1.6,50,7,10.7,27.8,18.5,2.4,100,0.384,2.263
6,DEU,,FASSBERG,102460,52.92,10.18,88,100.27,1,EUW,1,-9.5,2.3,90,8,11.4,27.9,18.2,3.8,120,0.377,2.305
6,DEU,,BOIZENBURG (AUT),102490,53.4,10.68,46,100.77,1,EUW,2,-9.7,2.7,30,7,9.8,26.6,17.8,4.1,110,0.385,2.27
6,DEU,,MARNITZ (AUT),102640,53.32,11.93,87,100.28,1,EUW,2,-10.5,1.6,70,7,9.9,26.6,18,3,150,0.375,2.275
6,DEU,,WAREN,102680,53.52,12.67,71,100.47,1,EUW,1,-8.4,2.4,80,7,9.5,27.7,18.3,3,150,0.371,2.3
6,DEU,,NEURUPPIN,102700,52.9,12.82,39,100.86,1,EUW,2,-10.3,2.2,70,7,9.6,26.7,18.7,3.2,180,0.371,2.298
6,DEU,,TROLLENHAGEN,102810,53.6,13.32,69,100.5,1,EUW,1,-9.1,3.6,90,7,9.6,27.1,18.4,3.7,130,0.371,2.299
6,DEU,,ANGERMUENDE,102910,53.03,14,55,100.67,1,EUW,2,-9.7,2.2,70,7,10,27,18.4,3.7,190,0.37,2.299
6,DEU,,RHEINE-BENTLAGE,103060,52.3,7.38,49,100.74,1,EUW,1,-6.7,3.1,70,7,10.2,27.7,18.7,3.2,100,0.385,2.27
6,DEU,,HOPSTEN,103140,52.33,7.53,52,100.7,1,EUW,1,-7.4,3,70,7,10.6,27.8,18.4,3.1,100,0.385,2.27
6,DEU,,GUETERSLOH,103200,51.93,8.32,72,100.46,1,EUW,1,-6.7,1.6,70,7,9.6,27.9,18.5,3.4,110,0.4,2.241
6,DEU,,DIEPHOLZ,103210,52.58,8.35,43,100.81,1,EUW,1,-7,3.6,90,7,9.9,27.6,19,3.5,110,0.403,2.215
6,DEU,,WUNSTORF,103340,52.47,9.43,51,100.71,1,EUW,1,-7.9,3.6,80,7,10.2,28.1,18.5,4,130,0.39,2.244
6,DEU,,BUECKEBURG,103350,52.28,9.08,73,100.45,1,EUW,1,-7.2,2.7,50,7,10,28.1,18.7,3.6,100,0.39,2.247
6,DEU,,HANNOVER,103380,52.47,9.7,55,100.67,1,EUW,2,-9.7,2.5,80,7,10,27,18.5,4.1,110,0.39,2.239
6,DEU,,CELLE,103430,52.6,10.02,52,100.7,1,EUW,1,-8.4,2.6,90,7,10.5,28.2,18.3,3.5,110,0.385,2.263
6,DEU,,BRAUNSCHWEIG,103480,52.3,10.45,81,100.36,1,EUW,2,-9.7,2.2,90,7,9.5,26.7,18.1,3.6,110,0.39,2.24
6,DEU,,GARDELEGEN (AUT),103590,52.52,11.4,48,100.75,1,EUW,2,-10.9,0.6,30,7,11.6,27.8,18.1,3.5,120,0.372,2.292
6,DEU,,WIESENBURG,103680,52.12,12.47,188,99.09,1,EUW,1,-8.9,5,90,7,9.4,27.6,18,3.7,90,0.37,2.301
6,DEU,,BERLIN/DAHLEM,103810,52.47,13.3,51,100.71,1,EUW,2,-9.1,2.6,110,7,9.6,27.3,18.2,3.2,110,0.367,2.321
6,DEU,,BERLIN/TEGEL (FAFB),103820,52.57,13.32,37,100.88,1,EUW,2,-9.2,2.9,70,7,9.6,28,18,3.9,90,0.367,2.321
6,DEU,,BERLIN/TEMPELHOF,103840,52.47,13.4,50,100.73,1,EUW,2,-9.2,3.3,100,7,9.2,28,18.2,3.7,150,0.37,2.297
6,DEU,,DUSSELDORF,104000,51.28,6.78,45,100.79,1,EUW,2,-6.8,3.1,60,7,9.4,27.8,18.7,3.8,270,0.388,2.271
6,DEU,,BRUGGEN (RAF),104010,51.2,6.13,76,100.42,1,EUW,1,-5.4,2.9,70,7,9.6,28.1,18.7,3.2,80,0.387,2.272
6,DEU,,WILDENRATH(GAFB),104020,51.12,6.22,89,100.26,1,EUW,2,-7.5,2.8,60,7,9.5,27.2,18.7,3.2,100,0.383,2.296
6,DEU,,KALKAR,104040,51.73,6.27,43,100.81,1,EUW,1,-5.2,2.2,70,7,9.9,28.2,19.2,2.4,100,0.39,2.246
6,DEU,,ESSEN/MULHEIM,104100,51.4,6.97,154,99.49,1,EUW,2,-6.9,4.3,60,7,8.2,26.6,18.4,3,180,0.383,2.271
6,DEU,,LUEDENSCHEID,104180,51.25,7.65,392,96.7,1,EUW,1,-7.1,2.2,80,7,8.3,25.8,17.5,2.9,230,0.377,2.274
6,DEU,,KAHLER ASTEN(MOUNT),104270,51.18,8.48,835,91.69,1,EUW,2,-11.6,6.5,90,7,7.5,22.1,15.3,4.7,190,0.336,2.364
6,DEU,,KASSEL,104380,51.3,9.45,158,99.44,1,EUW,2,-9.4,2.5,0,7,9.3,26.6,17.8,3.2,200,0.39,2.248
6,DEU,,FRITZLAR,104390,51.12,9.28,181,99.17,1,EUW,1,-9,1.7,310,7,11.6,27.9,18.8,3.2,210,0.39,2.249
6,DEU,,LEINEFELDE (AUT),104490,51.4,10.32,356,97.12,1,EUW,2,-10.7,2.6,90,7,9.2,25.4,17.5,3.4,220,0.385,2.249
6,DEU,,BROCKEN (PEAK),104530,51.8,10.62,1153,88.22,1,EUW,2,-13.5,12.1,0,8,5,18.9,13.8,7.9,210,0.325,2.417
6,DEU,,WERNIGERODE (AUT),104540,51.85,10.77,240,98.47,1,EUW,2,-10.9,1.1,330,7,9.6,26.3,17.7,3.9,90,0.399,2.211
6,DEU,,ARTERN,104600,51.38,11.3,166,99.35,1,EUW,2,-10.8,1.9,40,7,10.8,27.5,18.5,3.6,240,0.39,2.248
6,DEU,,LEIPZIG/SCHKEUDITZ,104690,51.42,12.23,133,99.74,1,EUW,2,-10.4,3,60,7,10.2,27.7,18.5,4,240,0.385,2.272
6,DEU,,LEIPZIG-HOLZHAUSEN,104710,51.32,12.45,151,99.52,1,EUW,1,-7.7,2.2,80,7,9.7,28.3,18.4,2.4,110,0.389,2.248
6,DEU,,WITTENBERG,104740,51.88,12.65,106,100.06,1,EUW,2,-10.2,2.3,50,7,10.4,28,18.3,3.2,130,0.371,2.3
6,DEU,,HOLZDORF,104760,51.77,13.17,82,100.34,1,EUW,1,-9.5,1.7,120,7,12.2,29.7,18.6,3.6,140,0.388,2.245
6,DEU,,OSCHATZ,104800,51.3,13.1,152,99.51,1,EUW,2,-11,1.5,60,7,10.8,27.9,18.5,3.1,210,0.388,2.246
6,DEU,,COTTBUS (FLUGPLATZ),104920,51.77,14.3,67,100.52,1,EUW,1,-10.5,1.9,70,7,10.4,28.6,18.5,2.8,90,0.39,2.246
6,DEU,,GOERLITZ,104990,51.17,14.95,238,98.5,1,EUW,2,-10.9,2.6,70,7,10,26.8,18.1,3.4,200,0.366,2.327
6,DEU,,GEILENKIRCHEN,105000,50.97,6.05,98,100.15,1,EUW,1,-6.3,2.6,90,7,10,28.2,18.8,3.2,100,0.387,2.272
6,DEU,,AACHEN,105010,50.78,6.1,202,98.92,1,EUW,2,-7.1,2,80,7,8.9,27,18.5,2.8,180,0.385,2.275
6,DEU,,NOERVENICH,105020,50.83,6.67,135,99.71,1,EUW,1,-6,2.1,150,7,10.3,28.2,18.8,3,100,0.392,2.25
6,DEU,,NUERBURG-BARWEILER,105060,50.37,6.87,488,95.6,1,EUW,1,-7.6,2.8,100,7,8.4,25.6,17.1,3.4,220,0.35,2.337
6,DEU,,KOLN/BONN (CIV/MIL),105130,50.87,7.17,91,100.24,1,EUW,1,-6.9,2.1,130,7,10.5,28,18.7,3.4,130,0.375,2.301
6,DEU,,MENDIG,105140,50.37,7.32,190,99.06,1,EUW,1,-7.4,1.4,220,8,12.2,29,18.9,3.4,150,0.379,2.316
6,DEU,,BONN-ROLEBER,105190,50.73,7.2,162,99.39,1,EUW,1,-5.6,2.1,100,7,9.6,27.5,19.2,2.9,140,0.373,2.302
6,DEU,,GIESSEN,105320,50.58,8.7,186,99.11,1,EUW,2,-9.2,2.3,20,7,10.7,27.8,18.2,3.2,150,0.373,2.302
6,DEU,,WASSERKUPPE (MOUNT),105440,50.5,9.95,921,90.74,1,EUW,2,-12,6.9,130,7,7.3,22.3,15.8,5.1,190,0.334,2.339
6,DEU,,MEININGEN,105480,50.57,10.38,453,96,1,EUW,2,-11.3,2.3,20,7,9.5,25.5,16.9,3.5,180,0.361,2.302
6,DEU,,SCHMUECKE (RIDGE),105520,50.65,10.77,942,90.51,1,EUW,2,-12.9,6.5,50,7,7.4,21.9,15.4,4.3,210,0.327,2.386
6,DEU,,WEIMAR,105550,50.98,11.32,268,98.15,1,EUW,1,-8.5,1.6,80,8,10.8,27.8,17.7,2.6,110,0.374,2.309
6,DEU,,SONNEBERG/NEUFANG,105580,50.38,11.18,630,93.98,1,EUW,2,-11.4,5.4,30,7,8.2,24.4,16.8,3.4,220,0.354,2.329
6,DEU,,GERA/LEUMNITZ,105670,50.88,12.13,312,97.63,1,EUW,2,-11.4,2.2,40,7,10.2,26.8,18.1,3.5,180,0.382,2.275
6,DEU,,PLAUEN (AUT),105690,50.48,12.13,389,96.74,1,EUW,2,-12.2,1.5,230,7,10.7,26.4,17.6,3.4,150,0.381,2.276
6,DEU,,CHEMNITZ,105770,50.8,12.87,420,96.38,1,EUW,2,-11,1.9,60,7,8.6,25.9,17.6,3.4,230,0.365,2.298
6,DEU,,ZINNWALD/GEORGENFE,105820,50.73,13.75,882,91.17,1,EUW,2,-13.4,4.5,160,8,7.1,21.5,15.6,4.5,180,0.339,2.375
6,DEU,,SPANGDAHLEM,106070,49.98,6.7,355,97.13,1,EUW,12,-6.9,3,70,8,10.3,27,18.4,3.4,90,0.37,2.339
6,DEU,,TRIER/PETRISBERG,106090,49.75,6.67,265,98.18,1,EUW,1,-7.9,4.4,40,7,10.7,27.8,18.4,3.6,180,0.352,2.357
6,DEU,,BITBURG(US ARMY),106100,49.95,6.57,374,96.91,1,EUW,2,-7.9,4.4,60,7,10,26.9,18.7,3.1,120,0.354,2.338
6,DEU,,BUECHEL,106130,50.17,7.07,486,95.62,1,EUW,1,-8,3.6,60,7,8.7,25.7,17.3,3.3,230,0.354,2.313
6,DEU,,RAMSTEIN,106140,49.43,7.6,238,98.5,1,EUW,1,-8,1.4,80,7,11.9,28.9,19.2,2.9,230,0.355,2.333
6,DEU,,HAHN,106160,49.95,7.27,503,95.43,1,EUW,1,-7.6,3.6,130,7,8.4,25.6,17.6,3.5,120,0.352,2.311
6,DEU,,IDAR-OBERSTEIN,106180,49.7,7.33,377,96.88,1,EUW,1,-8,1.9,60,7,11.3,27.7,18.2,3.4,230,0.355,2.309
6,DEU,,PFERDSFELD (GER-AF),106260,49.85,7.6,396,96.66,1,EUW,2,-8,3.4,70,7,9.9,26.6,17.8,3.8,100,0.35,2.334
6,DEU,,FRANKFURT MAIN ARPT,106370,50.05,8.6,112,99.99,1,EUW,1,-7.2,2.8,40,7,10.4,28.9,18.6,3.6,210,0.379,2.271
6,DEU,,HOF,106850,50.32,11.88,567,94.7,1,EUW,2,-13,2.6,40,7,10.1,25.2,17,3.3,150,0.358,2.329
6,DEU,,GRAFENWOEHR,106870,49.7,11.94,415,96.44,1,EUW,1,-11.9,0.7,130,7,12.8,27.8,18.8,2.5,120,0.366,2.304
6,DEU,,SAARBRUCKEN/ENSHEIM,107080,49.22,7.12,322,97.52,1,EUW,1,-7.9,4.1,70,7,9.4,26.7,18.1,3.5,60,0.354,2.334
6,DEU,,KARLSRUHE BADEN BAD,107275,48.77,8.07,124,99.84,1,EUW,2,-7.9,2.6,30,7,11,29.8,20.1,3.4,0,0.374,2.329
6,DEU,,HEIDELBERG (USA-AF),107340,49.4,8.65,109,100.02,1,EUW,1,-5.2,1.7,60,7,10.5,30,19.9,3.1,220,0.379,2.271
6,DEU,,STUTTGART/ECHTERDI,107380,48.68,9.22,396,96.66,1,EUW,1,-10,1.7,90,7,10.6,27.6,18.4,3.2,90,0.37,2.307
6,DEU,,STUTTGART/SCHNARREN,107390,48.83,9.2,315,97.6,1,EUW,1,-9,2.9,110,8,9.3,27.8,18.6,3,100,0.36,2.373
6,DEU,,NIEDERSTETTEN,107430,49.38,9.97,473,95.77,1,EUW,1,-8.8,3.4,80,7,10.1,27.7,18.3,3,260,0.36,2.327
6,DEU,,NURNBERG,107630,49.5,11.08,319,97.55,1,EUW,2,-10.9,1.6,70,7,11,28.3,17.9,3.3,90,0.367,2.302
6,DEU,,ROTH,107650,49.22,11.1,395,96.67,1,EUW,1,-10.3,1.2,130,7,12,28.7,18.4,2.6,100,0.366,2.304
6,DEU,,KUEMMERSBRUCK,107710,49.43,11.9,418,96.4,1,EUW,1,-10.1,1.1,100,7,11.6,28.8,18.3,2.3,180,0.365,2.304
6,DEU,,REGENSBURG/OBERHUB,107760,49.05,12.1,376,96.89,1,EUW,1,-11.1,2.1,0,7,11.6,27.7,17.9,2.4,150,0.363,2.327
6,DEU,,STRAUBING,107880,48.83,12.57,360,97.07,1,EUW,1,-10.9,1.4,90,7,10.8,27.7,18.9,2.6,110,0.363,2.327
6,DEU,,FREIBURG (CIV/FAFB),108030,48,7.85,269,98.13,1,EUW,1,-6.9,1.7,350,7,9.6,29.2,19.3,3.6,250,0.372,2.304
6,DEU,,LAHR,108050,48.37,7.83,157,99.45,1,EUW,1,-6.9,1.5,20,7,10.9,29,20.2,2.5,210,0.376,2.303
6,DEU,,MESSSTETTEN,108270,48.18,9,930,90.64,1,EUW,1,-9.9,2.2,100,7,9.2,24.9,16.5,2.4,160,0.33,2.413
6,DEU,,LAUPHEIM,108370,48.22,9.92,550,94.89,1,EUW,1,-9.3,1.9,60,7,11,27.7,18.3,2.7,240,0.367,2.308
6,DEU,,AUGSBERG/MULHAUSEN,108520,48.43,10.93,477,95.72,1,EUW,2,-11.8,1.7,60,7,10.7,27.1,18.1,3,240,0.366,2.306
6,DEU,,NEUBURG/DONAU,108530,48.72,11.22,387,96.76,1,EUW,1,-10,1.3,50,7,11.6,28.1,18.6,2.3,60,0.372,2.279
6,DEU,,LECHFELD,108560,48.18,10.85,562,94.75,1,EUW,1,-10.9,1.8,200,7,11.7,27.9,18.2,2.7,60,0.363,2.332
6,DEU,,LANDSBERG,108570,48.07,10.9,628,94,1,EUW,1,-10.8,1.9,170,7,10.9,27.4,18,2.7,250,0.362,2.334
6,DEU,,FUERSTENFELDBRUCK,108580,48.2,11.27,535,95.06,1,EUW,2,-12.1,1.2,60,7,11.1,27.1,18,3,270,0.368,2.31
6,DEU,,MUNICH,108650,48.13,11.55,520,95.23,1,EUW,2,-9.2,1.8,90,7,8.8,27.7,18.1,2.6,270,0.361,2.356
6,DEU,,MUNICH/RIEM,108660,48.35,11.79,453,96,1,EUW,1,-10.2,2,80,7,10.5,27.8,18.5,3.4,80,0.377,2.301
6,DEU,,PASSAU,108930,48.58,13.47,409,96.51,1,EUW,1,-11.5,0.7,40,7,10.9,27.4,18.3,1.8,180,0.364,2.329
6,DEU,,FUERSTENZELL,108950,48.55,13.35,480,95.69,1,EUW,1,-9.4,1.6,50,7,9.4,27.3,18.8,2.4,140,0.362,2.329
6,DEU,,BREMGARTEN(GAFB),109000,47.9,7.62,217,98.75,1,EUW,1,-8.2,1.3,200,7,12.8,30,19.9,3,210,0.369,2.32
6,DEU,,NEUHAUSEN OB ECK,109210,47.98,8.9,804,92.03,1,EUW,1,-11.9,3.2,70,7,10.3,25.1,17.1,3.2,200,0.336,2.38
6,DEU,,KONSTANZ,109290,47.68,9.18,443,96.12,1,EUW,1,-7.3,2.1,0,7,10.3,27.9,18.9,2,120,0.369,2.299
6,DEU,,ALLGAU,109470,47.98,10.23,629,93.99,1,EUW,1,-10.5,2.1,60,8,11,26.9,17.9,2.5,240,0.352,2.403
6,DEU,,ZUGSPITZE MOUNTAIN,109610,47.42,10.98,2960,70.47,1,EUW,2,-21,6,0,7,4.9,9.5,5.6,4,160,0.256,2.547
6,DEU,,HOHENPEISSENBERG,109620,47.8,11.02,977,90.13,1,EUW,2,-11.4,3.3,70,7,7.5,23.7,16.2,3.1,280,0.351,2.363
6,AUT,,WOLFSEGG,110010,48.1,13.67,619,94.11,1,EUW,1,-8.9,3,80,7,6.9,25.4,18.8,2.8,90,0.363,2.335
6,AUT,,ROHRBACH,110080,48.57,14,602,94.3,1,EUW,1,-9.8,0.8,50,7,8.9,26.8,19.1,2.1,200,0.36,2.331
6,AUT,,LINZ/HOERSCHING-FLU,110100,48.23,14.18,298,97.8,1,EUW,1,-9.5,2,270,7,10.4,28.7,19.4,2.9,110,0.386,2.304
6,AUT,,KREMSMUENSTER,110120,48.05,14.13,389,96.74,1,EUW,1,-9.1,2.5,70,7,9.2,27.8,20.2,2.6,40,0.372,2.335
6,AUT,,FREISTADT,110150,48.5,14.5,548,94.91,1,EUW,1,-12.2,0.9,10,7,10.9,27.4,19,1.7,170,0.364,2.339
6,AUT,,AMSTETTEN,110180,48.1,14.9,271,98.11,1,EUW,1,-9.2,2,280,7,10.2,28.4,20,2.4,80,0.396,2.254
6,AUT,,ALLENTSTEIG,110190,48.68,15.37,607,94.24,1,EUW,1,-10.6,2.5,310,7,9,26,18.3,2.8,120,0.358,2.337
6,AUT,,STIFT ZWETTL,110200,48.62,15.2,506,95.39,1,EUW,1,-12.3,0.7,230,7,11.2,26.3,18.2,1.5,210,0.379,2.284
6,AUT,,LITSCHAU,110210,48.95,15.03,555,94.83,1,EUW,1,-11.1,0.7,110,7,10.2,26.3,17.9,1.9,100,0.377,2.284
6,AUT,,RETZ,110220,48.77,15.95,323,97.5,1,EUW,1,-8.8,3.8,50,7,8.9,28.2,19.7,3.3,130,0.388,2.25
6,AUT,,JAUERLING,110240,48.33,15.33,959,90.32,1,EUW,1,-11.3,2.9,330,8,6.1,23.4,17.3,3.6,70,0.343,2.38
6,AUT,,TULLN LANGENLEBARN,110300,48.32,16.12,175,99.24,1,EUW,1,-9,1.8,250,7,11,29.3,20.3,3.9,130,0.389,2.274
6,AUT,,POYSDORF,110320,48.67,16.63,207,98.86,1,EUW,1,-9.3,1.3,250,7,10.9,29.3,20.5,2.9,140,0.391,2.249
6,AUT,,WIEN/INNERE STADT,110340,48.2,16.37,171,99.29,1,EUW,1,-5.9,2.6,320,7,8.2,29.9,21.2,3.3,140,0.389,2.274
6,AUT,,WIEN/HOHE WARTE,110350,48.25,16.37,200,98.95,1,EUW,1,-7.4,2.2,90,7,9.4,29.1,20.7,3.4,130,0.388,2.274
6,AUT,,WIEN/SCHWECHAT-FLUG,110360,48.12,16.57,183,99.15,1,EUW,1,-8.6,3.1,340,7,10.4,29.1,19.9,4.7,160,0.393,2.249
6,AUT,,RANSHOFEN,110510,48.22,13.03,390,96.73,1,EUW,1,-8.6,1.3,100,7,9.7,28.1,19.8,2.1,80,0.368,2.332
6,AUT,,SCHAERDING,110550,48.47,13.43,318,97.56,1,EUW,1,-9,1,140,7,10,28.3,20,1.5,150,0.385,2.276
6,AUT,,LINZ/STADT,110600,48.3,14.28,263,98.21,1,EUW,1,-7.3,1,220,7,9.1,28.7,20.4,1.6,250,0.387,2.303
6,AUT,,LANGENLOIS,110750,48.47,15.7,204,98.9,1,EUW,1,-9.1,2.2,330,7,10.8,29.1,20.4,2.2,120,0.392,2.257
6,AUT,,LILIENFELD/TARSCHBE,110780,48.03,15.58,696,93.24,1,EUW,1,-9.7,2.5,220,7,7.6,25.7,18.7,2.1,20,0.363,2.309
6,AUT,,GUMPOLDSKIRCHEN,110820,48.03,16.28,233,98.56,1,EUW,1,-7.5,1,170,7,9,29.1,20.4,2.4,150,0.388,2.275
6,AUT,,BREGENZ,111010,47.5,9.75,439,96.16,1,EUW,1,-6.2,1.4,140,7,7.9,26.8,19.7,1.9,320,0.369,2.326
6,AUT,,FELDKIRCH,111050,47.27,9.62,439,96.16,1,EUW,1,-7.8,0.9,110,7,8.7,27.5,20.1,1.8,10,0.369,2.345
6,AUT,,LANDECK,111120,46.97,10.32,796,92.12,1,EUW,1,-8.7,1.8,260,7,11,27.7,17.8,1.8,40,0.375,2.308
6,AUT,,INNSBRUCK-FLUGHAFEN,111200,47.27,11.35,581,94.54,1,EUW,1,-9.6,1,270,7,11.3,28.2,18.1,3.6,70,0.375,2.308
6,AUT,,BRENNER,111280,47,11.52,1447,85.11,1,EUW,1,-12.1,1.3,90,7,9.7,22.4,14.4,2.6,230,0.33,2.369
6,AUT,,KUFSTEIN,111300,47.58,12.17,493,95.54,1,EUW,1,-9.4,1.1,190,7,9.9,28.1,19.5,2.6,30,0.39,2.284
6,AUT,,HAHNENKAMM/EHRENBAC,111350,47.42,12.37,1763,81.86,1,EUW,2,-13.4,1.7,270,7,5.6,18.7,12.9,2.4,0,0.304,2.442
6,AUT,,KRIMML,111360,47.23,12.18,1009,89.78,1,EUW,1,-11.6,0.7,310,7,10.2,25.2,16.5,1.6,120,0.344,2.372
6,AUT,,ALPINZENTRUM RUDOLF,111380,47.13,12.63,2310,76.48,1,EUW,2,-17,4.6,350,8,4.8,14.6,9.9,3.7,350,0.279,2.525
6,AUT,,BISCHOFSHOFEN,111410,47.4,13.22,548,94.91,1,EUW,1,-10.7,1,160,7,10.2,27.3,18.5,2.7,0,0.377,2.315
6,AUT,,ZELL AM SEE,111440,47.33,12.8,767,92.44,1,EUW,1,-11.5,0.7,40,7,10.4,26.7,17.4,2.6,20,0.369,2.316
6,AUT,,RADSTADT,111470,47.38,13.45,861,91.4,1,EUW,1,-13.1,0.5,230,7,11,27.1,17.9,2,240,0.349,2.372
6,AUT,,OBERTAUERN,111490,47.25,13.57,1743,82.06,1,EUW,1,-14.1,4.8,310,7,7.2,19.5,12.6,2.7,140,0.305,2.441
6,AUT,,SALZBURG-FLUGHAFEN,111500,47.8,13,430,96.26,1,EUW,1,-9.9,1.2,180,7,10,28.2,18.5,3.1,20,0.373,2.334
6,AUT,,MATTSEE,111520,47.98,13.1,503,95.43,1,EUW,1,-9.2,1.5,240,7,8.4,26.9,20.3,2.1,290,0.368,2.336
6,AUT,,GMUNDEN,111540,47.9,13.8,428,96.29,1,EUW,1,-8.7,1.1,20,7,9,28.2,20.3,1.7,60,0.38,2.288
6,AUT,,FEUERKOGEL,111550,47.82,13.72,1621,83.31,1,EUW,2,-13.1,3.5,0,8,4.7,19.7,14.2,3.2,320,0.294,2.518
6,AUT,,AIGEN IM ENNSTAL,111570,47.53,14.13,649,93.77,1,EUW,1,-13.2,0.7,220,7,11,26.8,18.4,2.9,60,0.377,2.289
6,AUT,,ZELTWEG,111650,47.2,14.75,677,93.45,1,EUW,1,-13.9,0.8,280,7,11.5,27,18.4,3.5,190,0.365,2.338
6,AUT,,LUNZ,111700,47.85,15.07,615,94.15,1,EUW,1,-14.5,0.4,90,7,10.6,26.4,18.1,1.3,280,0.368,2.31
6,AUT,,MARIAZELL,111720,47.77,15.32,875,91.25,1,EUW,1,-12.7,0.3,0,8,10,24.9,15.4,5,0,0.352,2.36
6,AUT,,ST. MICHAEL/LEOBEN,111740,47.33,15,572,94.64,1,EUW,1,-11.5,0.6,250,7,11.4,27.7,18.9,2.4,100,0.372,2.312
6,AUT,,RAX/SEILBAHN-BERGST,111800,47.72,15.78,1554,84,1,EUW,1,-13.6,7.2,300,7,5.7,19.6,14.5,2.9,170,0.306,2.409
6,AUT,,WIENER NEUSTADT,111820,47.83,16.22,285,97.95,1,EUW,1,-9.6,2,220,7,10.4,29.3,20.1,4.1,170,0.392,2.251
6,AUT,,MOENICHKIRCHEN,111850,47.52,16.03,994,89.94,1,EUW,1,-10.2,2.3,310,7,6.3,23.1,17.3,2.4,170,0.336,2.367
6,AUT,,EISENSTADT,111900,47.85,16.53,192,99.04,1,EUW,1,-7.9,2.8,70,7,9.7,29,20.3,3.5,110,0.393,2.25
6,AUT,,KLEINZICKEN,111920,47.2,16.33,267,98.16,1,EUW,1,-10.3,0.8,330,7,12,29,20.3,2.7,220,0.393,2.251
6,AUT,,NEUSIEDL,111940,47.95,16.85,132,99.75,1,EUW,1,-7.6,3,330,7,10.1,29.9,21.3,3,200,0.395,2.249
6,AUT,,LIENZ,112040,46.83,12.82,666,93.58,1,EUW,1,-13.2,0.8,280,7,11.8,27.6,19.1,4.1,120,0.374,2.316
6,AUT,,VILLACH,112130,46.62,13.88,494,95.53,1,EUW,1,-9.8,0.7,190,7,11.4,28.7,20,2.8,90,0.376,2.312
6,AUT,,KLAGENFURT-FLUGHAFE,112310,46.65,14.33,476,95.74,1,EUW,1,-11.8,1.3,310,7,12.2,28.8,19.4,2.5,90,0.371,2.335
6,AUT,,GRAZ-THALERHOF-FLUG,112400,47,15.43,340,97.31,1,EUW,1,-9.8,0.7,150,7,11.3,29.1,19.9,3.3,140,0.377,2.309
6,AUT,,SCHOECKL,112410,47.2,15.47,1442,85.16,1,EUW,1,-12.5,4.1,340,7,6,20.1,15.4,2.8,160,0.326,2.372
6,AUT,,BAD RADKERSBURG,112480,46.68,15.98,214,98.78,1,EUW,1,-8.8,1.2,250,7,10.2,28.6,20.8,1.7,200,0.378,2.306
6,AUT,,VIRGEN,112520,47,12.45,1190,87.82,1,EUW,1,-10.5,1,270,7,9.7,24.2,16,2.9,100,0.339,2.376
6,AUT,,KOETSCHACH-MAUTHEN,112550,46.68,13,711,93.07,1,EUW,1,-9.6,0.4,330,7,11.5,26.6,18.5,2.2,220,0.372,2.315
6,AUT,,OBERVELLACH,112610,46.93,13.22,809,91.98,1,EUW,1,-8.6,0.6,310,7,10.9,26.9,18.7,3.2,160,0.368,2.315
6,AUT,,DELLACH IM DRAUTAL,112700,46.73,13.08,625,94.04,1,EUW,1,-12.1,0.6,100,7,12.1,27.9,19.3,1.6,80,0.374,2.315
6,AUT,,ARRIACH,112750,46.73,13.85,896,91.01,1,EUW,1,-9.5,2.1,70,7,9.5,24.7,17.6,3.6,240,0.345,2.37
6,AUT,,MURAU,112800,47.12,14.18,813,91.93,1,EUW,1,-12,1,290,7,11.9,26.7,18.1,3,110,0.349,2.369
